Company,Model,Year,Reviewer,Date,Title,Rating,Review
maserati,coupe,2004,Greg, 01/02/2008,Excellent Car,4,"I have owned the coupe for almost 4 years now and build quality is excellent. Only issue with the vehicle was the small shifter on the center consule came loose. Routine services mostly covered under warranty. Expense so far:  Clutch change at 18,500 miles. Brakes have lasted over 30,000 miles, about twice as long as previous cars I've owned.  "
maserati,coupe,2004,KLP , 02/22/2004,MAZ,5,"excellent ride, great pick up, terrific 
cornering, and best of all great braking"
maserati,coupe,2004,Boss0707, 07/16/2004,Awesome!,4,"This car is unreal.  The sound of the
engine, comfort, appeal....  Benzo's
SL500  can't compare.  I take the long
way just to drive it more."
maserati,coupe,2004,klp1505, 10/02/2004,Excellemt,4,"It's a keeper. I'll get other cars, but 
woun't give this one up. I'ver kept my 
other classics, like my 840Ci BMW & the 
Maz will also stay"
maserati,coupe,2005,Tom R, 07/07/2006,Bonding with my Maserati Coupe,4,"Just completed a 2,100 mile round trip from Florida to Tennessee.  During this time I got a chance to experience everything the Maserati has to offer.  My car was extremely comfortable on long highway in Florida and Georgia were I averaged 80 mph. The Skyhook suspension is amazing, even with ultra low profile performance tires the ride is never harsh in normal or sport mode.  In Tennessee on the curvy mountain roads the Shyhook suspension kept the car flat and predictable.  It is much easier to drive at high speeds in the curves than my wife's Corvette.  Its overall gas mileage for the trip was 21.2 mpg, which is really not too bad especially with the aggressive driving done in TN.   "
maserati,coupe,2005,John F., 05/07/2018,"Everyone should own one, but only briefly.",4,"This car reminds me of the joke about yacht owners:  the two happiest days in a yacht owner's life are the day he or she buys it, and the day he or she sells it.  Owning a Coupe teaches you any number of advanced-level life lessons:  you have to pay to play; be careful what you wish for; and Italian cars really are as good and bad as people say they are.  It's a remarkably affordable exotic, considering its prestige value and premium drivetrain, but mine lived up to its Italian-ness.  During the thirteen months I owned it, it was in the shop every month or two, all but once for minor things.  And the funny thing was, I didn't really mind--until one day the car's bad points outweighed its good points and I decided to bail.  The only big repair was replacing the clutch, and I knew going in that they're good for about 20k miles on average.  You really need to know a good independent repair shop--having a dealer replace the clutch would have been three or four times as expensive.  Aside from that, the drivetrain is reliable and appears bulletproof.  It's the small bits that are always breaking in your hand or falling off.  Don't buy a Coupe just for its acceleration or handling:  it's fast (and makes great noises), but there's faster, and while the factory sorted out the handling by the end of the model run, they're too heavy to handle great.  It's a GT, and a striking one at that, with even more personality than the GranTurismo that replaced it in 2008.  Additional perk:  people will think you paid way more for it than you did.  Besides eating clutches, the Cambiocorsa automated manual has a few rough edges, but I loved it--it shifts with *authority*.  And by all means, do not--repeat, DO NOT--actually drive the car.  Put miles on it and its value plummets.  I bought mine with 12.5k, put 8k on it in one year, and took a beating when I disposed of it.  I guess the market expects these cars to be garage queens.  Maintenance costs, while frequent, aren't terribly expensive when done by an independent shop, but judging by how impressed the local Maserati dealership was by all my repair receipts, I get the feeling many owners just live with the broken bits and pieces.  Finally, be aware that the market for these cars is extremely thin.  That's why you get an apparent (but largely illusory) discount on these cars when you buy, and why you give a very real discount when you sell.
"
maserati,coupe,2005,e, 01/20/2008,Ever see a lemon on wheels?,3," First a blowout then the sensors couldn't differentiate between a stop sign, red light and intentional turn off of the car. The result was the car spent more time in the shop and with AAA roadside assistance or Maz roadside assistance than on the road with me. The little gear shift is easily broken (esp by valets @ $1500 a pop ) and you can get service for an easy $500-800 anytime it is due. The 1st 2000 miles were awesome. The rest absolutely stunk and I felt extremely insecure. Maybe if I rotated the tires every 5k miles it would have handled better but this turkey is not recommended. "
maserati,coupe,2005,sklein, 12/22/2006,For a Hobby Only,4,"This car is not all that great. The tires are 90 days backlogged (so buy a new set of four if one goes).  It has software problems that cause stalling and no real answer. For $80,000 or there abouts, it is a bit rough (and I am just referring to the time it takes on the phone). The check engine light has been on since I purchased it and when it was ""fixed"" it lasted two minutes."
maserati,coupe,2005,snap lemon, 11/23/2015,Lovin the Maserati coupe,5,"If you do not know how to drive a real car do not buy one. this car is more fun to drive than any car i have ever owned and i have had a lot of them over 30 corvetts, several other sports cars ,mostley  american built cars. never been a fan of most foreign cars but i love this coupe. i only take it out on nice days and i drive the hell out of it. it handles well goes good. does not have the power of the big american v8's but it is only about 260 cubes. and it is a hand full. you got four modes to use the six speed std trans.  i love the car but if it breaks the fun is all over.i HAVE OWNED THIS FOR ABOUT A YEAR NOW, AND I AM LOVIN THIS CAR
"
maserati,coupe,2005,pc, 07/18/2005,fun to drive!,4,"city slickers rejoice, here's something new and for those of us that missed the suburban get your permit( @15 1/2!) and drive lifestyle finally a fun to drive car with a clutch free manual drive that gives us the feeling we too are driving experts!.the cc coupe is the 1st car i've driven that encourages accelerating into turns and surprises as there seems to be no centrifugal force when turning. furthermore the paddles on either sides of the steering wheel easily allow for upward/downward shifting and the car is as tight as any.there is an automatic option and it handles magnificently and feels quite sturdy despite the aluminum frame.you might also enjoy the awe others have for this beauty."
maserati,coupe,2005,GEORGE, 08/22/2007,Terrific GT Car,4,I have never owned a car which has attracted so much favorable attention. People assume it is an Italian exotic in the same price range as Ferrari.  It is more fun to drive than any car I have ever driven.  Plenty fast with the great Ferrari built engine and beautifully balanced handling.
maserati,coupe,2005,Chuck, 03/22/2005,Blast to drive,4,"Maserati Cambiocorsa has been a fun car 
to drive everyday.  It's exterior 
styling is unique and exotic, the 
interior wraps you in full Italian 
leather, and the note of the engine is 
unsurpassed by any other car less than 
$100,000.  The backseat is small but 
useful and holds two children.  I find 
myself looking for places to drive in 
this car.  Its 4 year, 48,000 mile warranty 
lessens the risk of this exotic costing 
you a fortune.  I have not had any 
major repairs required yet.  I have owned the 
car for six months and would purchase it 
again today if I needed another car."
maserati,coupe,2005,jaynat, 05/27/2005,Love it,4,"Love it...I'm 6'3'' and this car fits me to a tee, plenty of room, "
maserati,coupe,2005,Mrdc, 07/09/2005,Love this car,4,Purchased this car in march of this year. Love the handling and look of the car the only con is fuel economy.
maserati,coupe,2005,Voila, 07/05/2005,My Maserati,4,"I've had my Maserati for a year now and I had an Aston Martin DB7 before this CambioCorsa.  When you buy this car, make sure you buy it with the paddle shifting. It's a blast to drive and so far is the most reliable exotic I've owned. The performance is great and the back seats are perfect for adults. The service department in Atlanta is a pleasure to work with. I give this car an ""A"" as an every day driving car."
maserati,coupe,2006,arnold feldman, 04/25/2009,06 Maserati Cambio Coupe,4,"Only problem is that in the Northeast, low profile tires with original rims are a disaster:  have blown 3 tires and two rims 9 (at 30 mph)! "
maserati,gransport,2005,Edward Mantini, 05/08/2005,Mama Mia!,4,Both the performance and the craftmanship of the 2005 Maserati GranSport  Coupe reflect the passion of the people that make and own this vehicle. I have owned many BMWs and Porsches but none compare to this beautiful machine.
maserati,gransport,2005,Big John, 03/15/2007,After Two Years...,5,"this car still has it all!  My neighbor has a New BMW M5 with the V10 505 HP engine, and although it is a bit quicker than the Gransport or my Quattroporte, it doesn't come close to the feel of driving an Italian piece of hand crafted artwork. Keep in mind my Maserati, even after two years, sees the mechanics only for routine service, whereas the M5...well, let's just say it is a very lonely automobile, constantly craving companionship at the dealer. The biggest bonus is the sound...nobody can duplicate the sound of a Ferrari engine (yes it is a Ferrari engine) purring...just waiting to pounce.  It's like listening to a symphony at the Hollywood Bowl.  This car is pure sex appeal on wheels!    "
maserati,gransport,2005,Joel, 05/14/2005,An Amazing Vehicle,4,"Simply put, why would anyone purchase a Porsche Turbo for more money which you can see everywhere? The 2005 Maserati GranSport Coupe is a real head turner and a pleasure to drive.  Its handling is unsurpassed and I love the purr of that Ferrari engine.  Its engine delivers 400 horses, goes 0-60 in 4.6 seconds and has a 180 mph top end! Be a little different and get this car."
maserati,gransport,2005,koban, 03/06/2006,Ultimate Super Car,4,"More exclusive than a Ferarri, more beautiful than a Lambo, a uniques sound, a fabulous engine, rich interior, lust on wheels, and a great head turner. One of the greatest cars ever built."
maserati,gransport,2005,Speedy, 09/17/2005,Supercar,5,"An incredible machine. Fast, beautiful, flawless, and a fantastic sound. A work of art inside and outside. Drives andfeels like no other automobile. Perfect!"
maserati,gransport,2006,CD-F1, 12/02/2008,Addictive car!,4,"I have owned this car since new for 2 years.  Mine is the MC Victory edition. It is one of my favorite cars to drive if not the best.  I have and had Ferrari F430, MB Amgs CLK 55, SL 55, Porsche Boxster S.  You never get bored of this beauty.  The sound is definitely addictive and the handling is great.  I must add though that I installed aftermarket anti-roll bars as for track driving the suspension even in sport mode is more GT than Sport car biased (a little soft).  I truly enjoy driving this bella machina daily to work and taking it to Lime Rock and put it through its paces! Can't get enough of it.  Maserati should consider bringing a newer version of this car. (Not the Gran Turismo)"
maserati,gransport,2006,Love It, 04/03/2007,I Love This Machine,4,"This is the only true sports car GT that is a beautiful inside as it is on the outside. The interior has plenty of room for 4 and beats the heck out of the plastics native to the porsche or the jag xk. I spent a lot of time in my search for the perfect car and this is as close as it gets. Moreover, once a ""stick only"" guy, the F1 paddles have won me over. "
maserati,gransport,2006,Lively, 01/04/2008,Owned multiple Maseratis,5,"We have owned, and driven heavily, a few Maseratis from the 2002 spyders to the 2006 GranSport MCV.  All the cars are stunningly beautiful, ferocious driving machines, and comfortable GT cruisers.  The problems with transmission that were evident on the 3200 (pre GranSport) have been fully resolved to the point where Ferraris now use Maserati's Cambiocorsa F1 transmission.  The ride is smooth unless you utilize Sport mode, which also acts as a volume and power control for the exhaust system.  Responce is superb, shifting is fast, acceleration is amazing for a 4.2 liter v8.  Compare the GS to the v8s of other makers, and you will wonder why non-Italian builders bother trying!"
maserati,gransport,2006,scinfidel, 08/06/2016,Incredible Value,5,"After I sold my 911 Turbo('02 996tt) I wasn't sure what I wanted.. When a friend suggested I look at a Gransport or Gran Turismo, I drove them both and loved both of them. Easy to say, the Turbo is much faster but the Gransport is just much more satisfying. I chose the Gransport for a couple reasons; 1st, at $32k it's an incredible value 2nd, it's lighter and unless you buy the 4.7, the GT feels much slower.  The sound, the engine flexibility, the way it revs... it's just an awesome vehicle. You hear, usually from internet warriors who've no idea what they are talking about, that these are unreliable or poorly made but my experience has been the complete opposite. I'm not sure if there is a real downside to this car, the stereo sucks but seriously is that even worth mentioning?
"
maserati,gransport,2006,Italian Rosso, 07/30/2007,True Sports GT,4,"The vehicle while not a Ferrari, is a very liveable sports car.  In 'Normal' mode it drives refined, much smoother than expected.  In 'sport' mode it gets going in a hurry, with shifting up like a madman (I am not sure if the new automatic transmission is as fast) and the roar of a jet. It has no trouble handling BMW 6 Series Ms or most Mercedes Benz AMGs through the mountains.  While its 400 horsepower seems light compared to the V10s or massive V8s of MB those cars are also have several hundred pounds heavier than the Maser. While not a Ferrari, it is infinitely liveable, and has the hp/weight ratio comparable to the best in its class."
maserati,gransport,2006,RocknXJ, 08/12/2006,Screamin' Heaps of Fun!,4,"This little drop top kicks tail.  Even with the top down on the highway you can carry on a conversation without raising your voice.  It's a one of a kind vehicle that draws a lot of attention.  In sport mode, the Cambiocorsa gearshift works beautifully; it's a bit sluggish in normal mode.  Turn off the MSP and it definitely lays rubber down.  The seats are supportive and comfortable.  The automatic soft top is a very nice feature.  I wish it had a better stereo, that's about my only real complaint."
maserati,gransport,2006,Andy, 11/01/2008,Awesome value,4,"I have been driving this car every day to work since the end of summer. It has proven to be a totally reliable, strong performing GT which is much more fun and exciting to drive than anything German. It feels like a bargain Ferrari - which is exactly what it is. If you need four seats and a supercar you can use everyday, this is it. I own and have owned several BMWs, Ferraris and Maseratis, and the Gransport is one of the best balanced cars I've ever had. It combines strong performance, great looks and solid build quality."
maserati,gransport,2006,koban, 04/10/2006,Super Car,5,"This car has a mighty engine, superb handling, sexy design, great comfort, and a magnificient engine sound. It is heaven on wheels."
maserati,gransport,2006,Gerard Collette, 07/02/2016,What a Car!,5,"Probably the finest car, and ear to ear smile you will get for under 40k! Ferrari engine sexy Italian interior and not your everyday sports car. After many Porsches in my life I went Italian and it's more than a fine automobile but a passion mobile!
"
maserati,gransport,2006,Rich, 10/02/2006,Maserati Masterpiece,5,"I had an 2002 Coupe Corsa and loved it.  It had no reliability problems. Its tires got around 10,000 miles.  I attended the Master Maserati Driving school, which used mostly Gransports.  I was amazed at how stable the car was on the Road Atlanta race course.  It was almost impossible to get into driving trouble. I saw the spy photos of the new Maserati Coupe for late 2007/2008 and thought the car was going too large and too much like a 2-door Quattroporte, despite the 470 (est) horsepower.  So my warranty was running out and I purchased a new 2006 Gransport LE. I could not be happier or be having more fun. It seems to me, that if you want a true GT coupe, who wants bigger rear seats."
maserati,gransport,2006,Michael, 05/24/2017,Underrated Modern Classic! Buy while you still can,5,"This car requires a special kind of buyer.  It's finniky, and the electro-hydraulic clutch takes some getting use to. You NEVER see them on the road, and they sound amazing.  The torque is unreal. If you don't like a very stiff ride, consider a Formula Dynamics 18 in wheel with higher profile tire.
"
maserati,gransport,2006,Salman, 08/13/2006,Flying Horse,4,"When they say that this is a poor man's Ferrari,  it's true. It has a Ferrari F-430 engine and its acceleration and handling are comparable. It is fun to drive in both auto and paddle shift but the latter keeps one more engaged. It clings to the road like gum and is extremely responsive in both steering and acceleration."
maserati,gransport,2006,Tom, 10/30/2006,My Gransport LE,4,The Maserati GranSport is a great riding car.  It has great acceleration and incredible handling at high speeds.
maserati,gransport,2006,joemarzo, 11/28/2006,Gransport Coupe LE,4,"The car is truly exhilarating to drive and is a great value considering its exclusivity and heritage. I have had the car for one month so far and the exhaust remains intoxicating. The hi-fi sound system is superb and the steering/handling characteristics are exceptional. Lastly, this F-1  manual transmission has won me over traditional clutch shifting. "
maserati,gransport,2006,Ryan Andrews, 04/21/2006,Not a Race Car But Still Fun,5,"While this may not have pure adrenaline rushing performance, its still very fun. It's quick in the straights, brakes well, and quick in the curves, but it lacks the swiftness and agility of a track car like say, the Porsche GT3 or Lotus Elise. Although this is probably good, it's soft over bumps yet turns in sharply on the corners. F1 shifting is very fun, hitting 0-62 in 4.9 seconds an the needle swings to higher sppeds very quickly. The seats are comfy an hold you in while manuvering like a fighter jet and look, oh so nice. Hit the sport button an the sound of the exhaust becomes a beautiful symphony. Turn the radio off an let the engine be your music and your right foot be the volume control. "
maserati,gransport,2006,Bill Dempsey, 01/16/2020,Quickest acceleration and most fun to drive.,5,"One of 466 produced, only 230 came to the United States.  Only GranSport convertible in this paint finish in the US.  Same power train as the Ferrari 360 Modena. 
"
maserati,granturismo,2008,eyedoc, 07/27/2010,BEWARE!,3,"This is a gorgeous, fast, comfortable ride that definitely turns heads.  Unfortunately, it's full of quirks, and electrical problems.  My car has been back to dealership eight times in as many months.  Navigation, proximity sensors, alarm system, seat heater have all failed or not worked properly.  Dealer has been responsive, but the car may disappoint for this reason."
maserati,granturismo,2008,Matzorati, 12/05/2009,Loving my car,4,"I love my Gran Turismo. I haven't even driven my Rangerover since I bought it. I have put 20,000 miles on it in 17 months. I love everything EXCEPT that the 20 rims leave so little rubber that I get blow outs often. I purchased the insurance, but that doesn't get you where you are going. After my third blow out late at night in a not so wonderful location I purchased the inflatable spare kit from the dealer. It takes up about 1/t the trunk and cost over $2000.  So my advice is no larger rims - otherwise the car is a complete and wonderful driving experience!"
maserati,granturismo,2008,mrh, 08/06/2008,What a Machine!,4,"I love this new GranTurismo. For me, it's got just the right blend of head turning looks and performance.  I have had BMW M5, 645ci, and Porsche 911 -- while all fine automobiles, they lacked the ""total package"" I was looking for.  I was looking real grand touring auto, something for trips to the Lake, Chicago and Kentucky.  This new GranTurismo fills the bill for me. The only drawback I can find so far is the seats tend to get really hot when parked in the sun and take a while to cool off (Bourdeaux).  Ventilated seats would be a great option."
maserati,granturismo,2008,Kevin Dorgan, 02/28/2009,Prop shaft defect,3,"Stunning looking vehicle and quite rare to have 4 usable seats in this style of car. Gear box is excellent in manual sport mode, brakes only average, perhaps a little under powered, but no doubt S model will resolve these issues. It really is a joy to drive long and short distances. Engine has an enjoyable sound and in most areas it does what it was designed to do, and really quite well. However I have experienced unacceptable problems with the prop shaft. The vehicle is presently having its fifth shaft fitted. The rear tires are also wearing unevenly and at an unacceptable rate. Maserati has not been able so far to identify the cause or solution to the problem."
maserati,granturismo,2008,The Sexy Italian, 04/29/2008,Everyday Driver,5,"A bargain considering Pininfarina styling and Ferrari based technology with a 4yr/50,000 mile warranty.  The 2+2 seating is larger than the BMW 6 series and the hand assembled interior is awesome.  Of course, the engine sound is intoxicating and everyday driving is a pleasure.  I enjoy this car more than my 911 and Lamborghini Gallardo."
maserati,granturismo,2008,Palo Alto, 10/21/2008,Most Excellent,4,"You must see this car in person. Photos do not due it justice. Rarely does a day go by when someone doesn't stare or yell out the window about my car. This is the ultimate executive car. Comfortable, luxurious and fun. Back seat can fit 2 full size adults but, the car does not look large from the outside.  Interior is so Italian. No German car can match. The best part, no one else has one."
maserati,granturismo,2009,Paul, 07/07/2010,King of its category,4,"Driven BMW 645, 750, 545, Mercedes 550, Porsche Boxtser Spyder and many, many more.  Rolled the 550 and Porsche immediately following a test drive of the S.  Never regretted the move, the car is special and if having to respond constantly while driving what type of car this is I'll take that as cost of ownership.  Wonderful ride each and every day on the road."
maserati,granturismo,2010,lionking730, 10/01/2011,"Nice looking, great customer support, but question mark on Reliability",4,"Got mine in June 2010 and after 15 months, I only put 2600 miles on it. However, ENGINE light came up twice in the 13th month, 1st time it was cleared by computer but 2nd time, had to have it towed to dealer to fix a faulty valve. Then within last 3 weeks, I had both side mirror's glass piece separated from the base/frame with cord attached (driver side first then passenger side 3 days later). Dealer said same mirror glass problem only happened to some 2010 models, I guess I am the ""lucky""one to have both sides failed. They determined that the adhesive between glass piece and base was weak, new replacements had them glued together. Well, funny issue with this luxury car."
maserati,granturismo,2011,maser4me, 02/26/2012,2012 GranTurismo,4,"I recently owned a BMW M6 for 3 years and looked at several cars (Jag XK-RS), AMG-C63, Porsche 911) before buying the Maserati.
Other cars are faster, but the GranTurismo is an exotic compared to the rest. The interior is better than the other cars I looked at, only the Jag comes close. As far as gadgets the Maserati does not provide all that the M6 did (Heads Up Display, multiple levels of tuning the suspension and gear box). The engine is the difference with this car, exhaust note and torque. The sport mode can be felt instantly in the tighter suspension and throttle response.
The paint finish is higher quality than the rest, leather is also a notch above. Color combo is great too !"
maserati,granturismo,2011,the_owl, 09/30/2011,Equal parts of fun and class,4,"I normally research a new car to death before making a purchase.
All it took with this car was starting the engine one time.
The exhaust note negates the need for the high end stereo, the exterior lines are sensual, and the luxurious interior is comfortable with four adults.
I have owned the car for two months and it is always parked front and center by parking valets, who I have seen scuffle for the chance to drive it.
This car is elegant, perfect for anyone who wants the performance of an exotic without the ego of a Ferrari or Lambo.
Fair warning, it will be photographed, people will mill around it, and pretty women will smile at you.
Buyer beware!"
maserati,granturismo,2011,slimbob, 04/22/2011,I love my maserati,4,"I drive a red maserati s automatic and love it. I also have the cadillac CTS-V wagon, which is much faster, but the maserati blows it away in style, class and fun. No car in this class can match the purrrrr of the ferrari engine and the beautiful lines of this car. Only Italians can build a car like this!"
maserati,granturismo,2011,mastersj, 02/26/2011,Great used buy luxury GT but slow car,3,"I love this car except it is VERY SLOW and heavy and lacks the performance of similar cars like the Mercedes SL63 AMG and BMW M6. I mean come on Maserati, 0-60 in 5.1 seconds! Thats slow as can be considering my BMW M3 costs half as much and is much faster!

Also, Maserati drops like a rock in value. Best bet is to buy a
1-2 year old car and save 50%! The looks and interior are superior however to BMW and Mercedes in price point however! So if you want a great cruiser and not a performance coupe, Maserati is the ticket. Otherwise, I would look at an AMG Mercedes like the CL63 AMG or SL63 AMG or maybe a Porsche 911 Turbo for same amount of money. Perhaps even an Aston Martin V12 Vantage."
maserati,granturismo,2011,Akinwumi Aladesawe MD, 06/04/2019,What’s not to love,5,"Absolutely gorgeous rolling sculpture with looks that can make a grown man cry
Designed by the famed Pininfarina and with a Ferrari sourced engine that sounds out of this world 
Buy a well maintained low mileage one at the lowest curve of depreciation and you have a winner"
maserati,granturismo,2011,Kboyz, 07/26/2019,Love mine,5,I bought an S coupe last year with less than 30k. It is the most comfortable car I have ever been in. Sounds great and while it isn’t as fast as some of the other high end cars out there it is more than fast enough and drives like a dream. Being 8 years old the price I paid was very reasonable compared to what they are brand new. 
maserati,granturismo,2013,tekman69, 06/16/2013,Two cars in One,5,"I have driven sports cars in the 60-100K range before, and have enjoyed the speed yet didn't always enjoy the stiff suspension driving on the pot hole filled streets and highways in and around New York City.
 I just upped the ante and purchased a new 2013 Maserati Granturismo Sport about 1000 miles ago and it is worth every last penny and then some.
This is two cars in one.
A sports car with plenty of power, great handling and a sound that you never get tired of (sport on).
This car is beautiful and will not get old. But the absolute best thing about this car is a push button on the dash that turns this car into the most comfortable long distance luxury tourer for the entire family of 4"
maserati,granturismo,2014,Charlie Hawkins, 03/25/2016,The best care we have ever owned!,5,"We love this car more than anything we have owned yet and that includes the Porsche 911 Cabriolet, Range Rover HSE, Mercedes s550 and BMW 7 series. 
First of all, the thing is just drop dead gorgeous. We bought ours in White with the Pearl Beige leather interior with the black dash and accents. The car has plenty of horsepower (454 hp) and lots and lots of torque. The sound of this engine is like nothing else we have heard from other manufacturers. Throaty and sensual, loud but still classy.  You can keep the sound lower if you stay out of SPORT mode (which opens electronic baffles in the exhaust, adjusts suspension, for speed and cornering (adjusts shock and other components),  changes the electronic mapping for the ZF transmission shift points and advances ECU) mapping a kin to putting a ""chip"" in the ECU. pretty cool! Dou you know what I would have been willing to pay for that if it was an option? Lots of money. Luckily its standard. The cars handling is great, its heavier than the 911 but much more predictable on the edge because the engine is in the front.
This Maserati allows us to take our kids (middle school and high school) with us at any time because there is plenty of room in the back seats. Small to medium sized adults are fine too. The front seats automatically (+ electronically) slide forward to create a comfortable in/out process for a two door, four passenger car. The trunk is not optimal for a Costco run, that's what a bigger car or truck is for anyway. In my opinion, this car is a sports car with eye-popping good looks that provides the luxury ride when needed and its a back road eating exotic when desired. 
We loaned it to our friend for a couple of days and when she brought it back, she said ""the only way I can describe this car is that its like great sex! , I have to buy one"".
Btw, we have not had a single problem with the car in the 2 years we owned it. Its been to the dealer once for a scheduled maintenance.
"
maserati,granturismo,2014,Rob, 11/08/2017,Have owned them all and LOVE the Mas G-T,4,"I have always purchased cars as a true car and driving enthusiast vs. any status considerations.  After my BMW phase (Z4, 7-series, X5) came my MBz phase (ML, CLS, E, S) and then my Porsche Phase (Panamera, 911, Cayenne, Macan) and then the Jag phase.  The 911 and Panamera are great cars but the 911 is not a touring car and has no real backseat or cargo room (just had to have one once) and the Panamera's overall styling, especially the side view, didn't hold my interest. The Jag F-Type V8 was very good overall and I enjoyed this car more than the others, especially the exhaust sound, power and overall styling.  However, with consideration to drive comfort, power, sound and overall styling, the Maserati GranTurismo is my favorite so far.  State of the art technology is not my primary reason for buying a car of this nature, as long as it has the basic requirements such as parking sensors, navigation, etc. and the Maserati G-T does, excepting a rear view camera and blind spot detection which I truly miss in this car.  The car feels much heavier than the others but provides a truly comfortable ride and it is a beautiful car.  In ICE mode, I recently got 25-26 mpg on a 100 mile highway trip which was a pleasant surprise.  Have not had the car long enough to assess maintenance or reliability (bought it used as second owner), but I am expecting huge eventual costs for tires, brakes, etc.
"
maserati,granturismo,2015,Ghalib Wardak, 03/15/2016,"Good from far, far from good.",4,"Don't get me wrong, it is a fantastic vehicle, a true head turner. Engine sounds, driving, control fantastic. Acceleration: can be improved. Major disappointment: electronics. No kidding, my Prius has much better technology in terms of sound, stereo, blue tooth connectivity, etc. I honestly feel the GTS technology is at least 10 years behind time. At 120+ K price....I want everything....just a fantastic drive is not enough. Had I known how crippling the electronics are, I would have opted against GTS. Thank god for iPhone.
"
maserati,granturismo,2017,Dr. Mark Edward Hatfield, 03/01/2018,Beautiful Italian Beast,5,"I researched this car for years before purchasing. What has emerged is an incredibly reliable automobile that has the perfect blend of refined luxury and a sensual, thrilling driving experience that you can share with another couple. The silhouette is classical pininfarini svelt. Fit and finish is superb. The cabin wraps you in fine Italian leather that fits like tailored suit. The electronics needs updating (add a backup camera and interface smart phone and you are all set) but the sound will arouse your primal instincts every time you hear it. Paint is what you expect from Ferrari and power gets to the rear wheels like a race horse claws at the ground. Destined to stand the test of time and reveal itself as a pinicle of automotive engineering.
"
maserati,granturismo,2017,Stuart, 02/21/2019,Sexyist sounding car and beautiful,5,"This is an exotic car through and through!  I was in the market for a Porsche 911 but by stroke of luck saw this beautiful 2012 Maserati Granturismo S with only 24k miles.  Never considered owning a Maserati because this car MSRP was $135,000.  The quality of this car is incredible, 4.7 LTR Ferrari Engine which is stunning when you pop the hood.  The only negative, wish it had a backup and forward camera but that can be added. The front of this car is classic, just love looking at it.  Maintenance is in line with other exotic brands but only scheduled every 2 years.  I add an oil change every year.  Costs can be reduced by buying oil, filter, engine air filter and cabin air filter.  I change the air filters myself and have the dealership change the oil/filter labor only and they do a multi point inspection free to make sure everything looks good.  By doing some maintenance myself and provided oil/filter almost cuts costs in half.  Driving the GTS is an experience and turns heads. I had a Corvette driver come up to me and said it was beautiful and the best sounding car!
"
maserati,granturismo,2017,Tridente , 12/04/2020,Best grand tourer ever,5,"Best sounding V8 ever made. Timeless Pininfarina design. Great comfort during long journeys at very high speed (up to 187Mph). Amazing steering and cornering. Handcraftmanship not easily found in modern production. Wonderful materials and build quality. 
"
maserati,spyder,2002,mike mansour, 11/20/2007,Itallian beast,4,"I purchased my Spyder used in august of 2005 and it has been my daily driver ever since. The thrust of the V8 is incredible and the sound is very satisfying. The electric top neatly stows in within seconds. I previously owned a 2002 BMW M3 convertible, and their is no comparison. My M3 struggled in winter driving as I live in Minnesota, but the skyhook suspension on the Maserati makes winter driving suprisingly pleasant, I have driven this car through the 2 winters without a problem. The customer service could be better with Maserati, my car has had numerous problems with the windshield wiper motor, and needed to be replaced, but thats it, great car would highly recommend."
maserati,spyder,2002,Vinny Deglisitelli, 04/03/2002,Sexy Italian Beast,5,"I recently bought this car trading in 
my 2000 Jaguar XK-Series. My Jaguar was 
a great car too but I did not care for 
the GPS. I paid more for this car then 
I should have due to the shipping in to 
the US from Italy. This is a great car, 
though it is not a family car. So for 
my wife I bought her the S80 T6, in my 
opinon it is one of the better luxury 
marquees. Supposedly Maserati will 
release a sedan around the same size as 
the Mercedes S-Class, which should be 
nice."
maserati,spyder,2002,joseph Herman, 08/10/2002,Just One Problem,4,"Everything about the car has been up 
to, or exceeded my expectations. I have 
been very surprised by how many people 
recognize this rare and unfamiliar car, 
and by the number of unsolicited 
compliments I have been getting from 
total strangers. The most frequent 
remark is about how elegant the car 
looks on the street, compared to 
photographs."
maserati,spyder,2002,Maserati Spyder, 11/11/2005,Ferrari substitute?,4,"Dealer service was expensive but good, and many items were upgraded and checked. Engine is wonderful both in appearance and performance. Wide rev range and great Ferrari sound over 5K. A chain belt gives a Ferrari- designed engine performance without the superexpensive belt changes.Interior is beautiful, throttle progressive, brakes good, steering and clutch light, but first and second gear are baulky. Free dealer upgrade helped a bit, but still not as good as Porsche. Scuttle shake is the only other issue, especially when starting off for some reason, but overall this is a super secondhand value and a fun ride. "
maserati,spyder,2002,. Noyes, 12/10/2002,Spyder vs SL 500,4,"I ordered both the SL 500 and 
Spyder.  They arrived at the same 
time and I test drove them back to 
back.  The plastic interior, cheap 
feeling switchgear and contrived 
exterior design of the SL compared 
poorly with the Maserati (and with the 
previous SL).  The real difference 
was in the driving.  The SL was 
subdued and perfect-- the Maseati 
was alive and fun! "
maserati,spyder,2002,Eric F, 07/13/2002,Amazing,4,A great piece of automotive engineering.
maserati,spyder,2002,JBerto, 04/24/2002,Great Car,4,"Last car I droe was a 996 cabriolet, 
and it doesn't compare to this. I've 
been a Porsche fan for my whole life, 
and have owned 3 overall, but would 
rather have my Maserati. My wife says 
it's too aggressive, so I'm the only 
one in he house who gets to drive it.I 
hop that the Quattroporte, the new 
sedan, is just as good; I'd buy one fo 
my wife in a heartbeat."
